"","aptID","Predicted_feats","pred_low","pred_high","pred_h_or_m"
"303",743,"low","True","False","low"
"304",747,"low","True","False","low"
"305",749,"low","True","False","low"
"306",754,"low","True","False","low"
"307",757,"low","True","False","low"
"308",761,"low","True","False","low"
"309",762,"medium","False","False","low"
"310",764,"low","True","False","low"
"311",766,"low","True","False","low"
"312",770,"low","True","False","low"
"313",772,"low","True","False","low"
"314",773,"low","True","False","low"
"315",776,"medium","False","False","low"
"316",778,"low","True","False","low"
"317",783,"low","True","False","low"
"318",786,"low","True","False","low"
"319",788,"low","True","False","low"
"320",791,"low","True","False","low"
"321",798,"low","True","False","low"
"322",801,"low","True","False","low"
"323",806,"low","True","False","low"
"324",807,"low","True","False","low"
"325",809,"low","True","False","low"
"326",810,"low","True","False","low"
"327",812,"low","True","False","low"
"328",813,"low","True","False","low"
"329",815,"low","True","False","low"
"330",816,"low","True","False","low"
"331",818,"low","True","False","low"
"332",820,"low","True","False","low"
"333",821,"low","True","False","low"
"334",822,"low","True","False","low"
"335",828,"medium","False","False","low"
"336",833,"low","True","False","low"
"337",836,"low","True","False","low"
"338",839,"low","True","False","low"
"339",840,"low","True","False","low"
"340",841,"low","True","False","low"
"341",843,"low","True","False","low"
"342",845,"low","True","False","low"
"343",846,"low","True","False","low"
"344",847,"low","True","False","low"
"345",849,"low","True","False","low"
"346",850,"medium","False","False","low"
"347",852,"low","True","False","low"
"348",858,"low","True","False","low"
"349",859,"low","True","False","low"
"350",862,"low","True","False","low"
"351",863,"low","True","False","low"
"352",865,"medium","False","False","low"
"353",866,"low","True","False","low"
"354",872,"low","True","False","low"
"355",873,"low","True","False","low"
"356",875,"low","True","False","low"
"357",876,"low","True","False","low"
"358",877,"low","True","False","low"
"359",878,"low","True","False","low"
"360",879,"low","True","False","low"
"361",880,"low","True","False","low"
"362",881,"low","True","False","low"
"363",883,"low","True","False","low"
"364",884,"high","False","True","medium"
"365",886,"low","True","False","low"
"366",889,"medium","False","False","low"
"367",892,"low","True","False","low"
"368",893,"low","True","False","low"
"369",897,"low","True","False","low"
"370",898,"low","True","False","low"
"371",899,"low","True","False","low"
"372",901,"low","True","False","low"
"373",903,"low","True","False","low"
"374",910,"low","True","False","low"
"375",914,"low","True","False","low"
"376",917,"low","True","False","low"
"377",918,"low","True","False","low"
"378",921,"medium","False","False","high"
"379",923,"low","True","False","low"
"380",925,"high","True","True","low"
"381",928,"low","True","False","low"
"382",936,"low","True","False","low"
"383",937,"low","True","False","low"
"384",938,"low","True","False","low"
"385",939,"low","True","False","low"
"386",941,"low","True","False","low"
"387",944,"low","True","False","low"
"388",945,"low","True","False","low"
"389",947,"low","True","False","low"
"390",948,"low","True","False","low"
"391",953,"low","True","False","low"
"392",956,"low","True","False","low"
"393",958,"low","True","False","low"
"394",959,"medium","False","False","medium"
"395",962,"low","True","False","low"
"396",963,"low","True","False","low"
"397",964,"low","True","False","low"
"398",965,"low","True","False","low"
"399",967,"low","True","False","low"
"400",969,"low","True","False","low"
"401",973,"low","True","False","low"
"402",975,"low","True","False","low"
"403",976,"low","True","False","low"
"404",978,"low","True","False","low"
"405",979,"low","True","False","low"
"406",980,"low","True","False","low"
"407",981,"low","True","False","low"
"408",984,"medium","True","False","low"
"409",985,"low","True","False","low"
"410",987,"low","True","False","low"
"411",988,"low","True","False","low"
"412",993,"low","True","False","low"
"413",997,"low","True","False","low"
"414",998,"low","True","False","low"
"415",1002,"low","True","False","low"
"416",1004,"low","True","False","low"
"417",1007,"low","True","False","low"
"418",1010,"low","True","False","low"
"419",1015,"low","True","False","low"
"420",1016,"low","True","False","low"
"421",1017,"low","True","False","low"
"422",1019,"low","False","False","low"
"423",1020,"low","True","False","low"
"424",1021,"low","True","False","low"
"425",1022,"low","True","False","low"
"426",1023,"low","True","False","low"
"427",1024,"low","True","False","low"
"428",1025,"low","True","False","low"
"429",1026,"low","True","False","low"
"430",1027,"low","True","False","low"
"431",1030,"low","True","False","low"
"432",1031,"high","False","True","medium"
"433",1036,"low","True","False","low"
"434",1037,"low","True","False","low"
"435",1038,"low","True","False","low"
"436",1039,"low","True","False","low"
"437",1041,"low","True","False","low"
"438",1044,"low","True","False","low"
"439",1045,"low","True","False","low"
"440",1047,"low","True","False","low"
"441",1048,"low","True","False","low"
"442",1053,"low","True","False","low"
"443",1056,"low","True","False","low"
"444",1058,"low","True","False","low"
"445",1060,"low","True","False","low"
"446",1063,"low","True","False","low"
"447",1064,"low","False","False","low"
"448",1065,"low","True","False","low"
"449",1066,"medium","False","False","low"
"450",1067,"low","True","False","low"
"451",1071,"low","True","False","low"
"452",1075,"low","True","False","low"
"453",1076,"low","True","False","low"
"454",1078,"low","True","False","low"
"455",1083,"medium","False","True","low"
"456",1084,"low","True","False","low"
"457",1087,"low","True","False","low"
"458",1088,"low","True","False","low"
"459",1089,"low","True","False","low"
"460",1090,"low","True","False","low"
"461",1091,"low","True","False","low"
"462",1092,"low","True","False","low"
"463",1093,"medium","False","False","low"
"464",1094,"low","True","False","low"
"465",1096,"low","True","False","low"
"466",1097,"low","True","False","low"
"467",1099,"low","True","False","low"
"468",1105,"low","True","False","low"
"469",1107,"low","True","False","low"
"470",1111,"low","True","False","low"
"471",1114,"low","True","False","low"
"472",1115,"low","True","False","low"
"473",1117,"low","True","False","low"
"474",1118,"low","True","False","low"
"475",1119,"low","True","False","low"
"476",1120,"low","True","False","low"
"477",1133,"low","True","False","low"
"478",1135,"low","True","False","low"
"479",1137,"low","True","False","low"
"480",1142,"low","True","False","low"
"481",1144,"low","True","False","low"
"482",1148,"low","True","False","low"
"483",1152,"low","True","False","low"
"484",1159,"low","True","False","low"
"485",1162,"low","True","False","low"
"486",1165,"low","True","False","low"
"487",1167,"low","True","False","low"
"488",1169,"low","True","False","low"
"489",1170,"medium","False","False","medium"
"490",1171,"low","False","False","high"
"491",1176,"low","True","False","low"
"492",1177,"medium","False","False","low"
"493",1179,"low","True","False","low"
"494",1180,"low","True","False","low"
"495",1181,"low","True","False","low"
"496",1182,"low","True","False","low"
"497",1183,"low","True","False","low"
"498",1184,"low","True","False","low"
"499",1185,"low","True","False","low"
"500",1187,"low","True","False","low"
"501",1189,"low","True","False","low"
"502",1190,"low","True","False","low"
"503",1196,"low","True","False","low"
"504",1198,"low","True","False","low"
"505",1200,"low","True","False","low"
"506",1201,"low","True","False","low"
"507",1202,"low","True","False","low"
"508",1204,"low","True","False","low"
"509",1206,"low","True","False","low"
"510",1211,"low","False","False","medium"
"511",1212,"low","True","False","low"
"512",1216,"low","True","False","low"
"513",1220,"low","True","False","low"
"514",1221,"low","True","False","low"
"515",1225,"low","True","False","low"
"516",1226,"low","True","False","low"
"517",1228,"low","True","False","low"
"518",1230,"low","True","False","low"
"519",1231,"medium","False","False","low"
"520",1232,"low","True","False","low"
"521",1234,"low","True","False","low"
"522",1236,"low","True","False","low"
"523",1241,"low","True","False","low"
"524",1242,"low","True","False","low"
"525",1245,"low","True","False","low"
"526",1250,"low","True","False","low"
"527",1255,"low","True","False","low"
"528",1263,"low","True","False","low"
"529",1267,"low","False","False","low"
"530",1276,"low","True","False","low"
"531",1279,"low","True","False","low"
"532",1280,"low","True","False","low"
"533",1283,"low","True","False","low"
"534",1286,"low","True","False","low"
"535",1290,"low","True","False","low"
"536",1293,"low","True","False","low"
"537",1294,"low","True","False","low"
"538",1298,"low","True","False","low"
"539",1300,"low","True","False","low"
"540",1304,"low","True","False","low"
"541",1305,"low","True","False","low"
"542",1307,"low","True","False","low"
"543",1308,"low","True","False","low"
"544",1316,"low","True","False","low"
"545",1318,"low","True","False","low"
"546",1321,"low","True","False","low"
"547",1323,"low","True","False","low"
"548",1325,"low","True","False","low"
"549",1327,"low","True","False","low"
"550",1328,"low","True","False","low"
"551",1330,"low","True","False","low"
"552",1332,"low","True","False","low"
"553",1336,"low","True","False","low"
"554",1338,"low","True","False","low"
"555",1339,"low","True","False","low"
"556",1340,"low","True","False","low"
"557",1341,"low","True","False","low"
"558",1343,"low","True","False","low"
"559",1346,"low","False","False","low"
"560",1347,"low","True","False","low"
"561",1348,"low","True","False","low"
"562",1353,"low","True","False","low"
"563",1354,"low","False","False","low"
"564",1356,"low","True","False","low"
"565",1357,"low","True","False","low"
"566",1358,"low","True","False","low"
"567",1360,"low","True","False","low"
"568",1366,"low","True","False","low"
"569",1374,"low","True","False","low"
"570",1378,"low","True","False","low"
"571",1379,"low","True","False","low"
"572",1383,"low","True","False","low"
"573",1385,"low","True","False","low"
"574",1388,"low","True","False","low"
"575",1390,"low","True","False","low"
"576",1392,"low","True","False","low"
"577",1393,"low","True","False","low"
"578",1399,"low","True","False","low"
"579",1401,"medium","False","False","high"
"580",1402,"low","True","False","low"
"581",1405,"low","True","False","low"
"582",1407,"low","True","False","low"
"583",1408,"medium","False","False","low"
"584",1411,"low","True","False","low"
"585",1412,"low","True","False","low"
"586",1414,"medium","False","False","medium"
"587",1417,"low","True","False","low"
"588",1418,"low","True","False","low"
"589",1420,"low","True","False","low"
"590",1427,"low","True","False","low"
"591",1430,"low","True","False","low"
"592",1432,"low","True","False","low"
"593",1433,"low","True","False","low"
"594",1435,"medium","True","False","low"
"595",1436,"low","True","False","low"
"596",1445,"low","True","False","low"
"597",1446,"low","True","False","low"
"598",1450,"low","True","False","low"
"599",1453,"low","True","False","low"
"600",1457,"low","True","False","low"
"601",1461,"low","True","False","low"
"602",1471,"low","True","False","low"
"603",1475,"low","True","False","low"
"604",1478,"low","True","False","low"
"605",1481,"low","True","False","low"
"606",1482,"low","True","False","low"
"607",1485,"low","True","False","low"
"608",1486,"low","True","False","low"
"609",1487,"medium","False","False","low"
"610",1493,"low","True","False","low"
"611",1496,"low","True","False","low"
"612",1498,"low","True","False","low"
"613",1499,"low","True","False","low"
"614",1503,"low","True","False","low"
"615",1512,"low","True","False","low"
"616",1514,"low","True","False","low"
"617",1521,"low","True","False","low"
"618",1522,"low","True","False","low"
"619",1523,"low","True","False","low"
"620",1527,"low","True","False","low"
"621",1528,"low","True","False","low"
"622",1531,"low","True","False","low"
"623",1532,"low","True","False","low"
"624",1536,"low","True","False","low"
"625",1538,"low","True","False","low"
"626",1541,"low","True","False","low"
"627",1546,"low","True","False","low"
"628",1550,"low","True","False","low"
"629",1554,"low","True","False","low"
"630",1563,"low","True","False","low"
"631",1567,"low","True","False","low"
"632",1569,"low","True","False","low"
"633",1571,"low","True","False","low"
"634",1574,"low","True","False","low"
"635",1576,"low","True","False","low"
"636",1578,"low","True","False","low"
"637",1580,"low","True","False","low"
"638",1582,"low","True","False","low"
"639",1583,"low","True","False","low"
"640",1585,"medium","False","False","low"
"641",1586,"low","True","False","low"
"642",1588,"medium","False","False","low"
"643",1590,"low","True","False","low"
"644",1591,"low","True","False","low"
"645",1593,"low","True","False","low"
"646",1595,"low","True","False","low"
"647",1596,"low","True","False","low"
"648",1597,"medium","False","False","low"
"649",1603,"low","True","False","low"
"650",1605,"low","True","False","low"
"651",1607,"low","True","False","low"
"652",1608,"low","False","False","low"
"653",1611,"low","True","False","low"
"654",1612,"low","True","False","low"
"655",1620,"low","True","False","low"
"656",1621,"low","True","False","low"
"657",1624,"low","True","False","low"
"658",1629,"low","True","False","low"
"659",1634,"low","True","False","low"
"660",1635,"high","False","True","medium"
"661",1636,"low","True","False","low"
"662",1637,"low","True","False","low"
"663",1640,"low","True","False","low"
"664",1644,"low","True","False","low"
"665",1649,"low","True","False","low"
"666",1650,"low","True","False","low"
"667",1652,"low","True","False","low"
"668",1659,"low","True","False","low"
"669",1660,"low","True","False","low"
"670",1661,"low","True","False","low"
"671",1663,"low","True","False","low"
"672",1664,"low","True","False","low"
"673",1668,"low","True","False","low"
"674",1669,"low","True","False","low"
"675",1674,"low","True","False","low"
"676",1677,"low","True","False","low"
"677",1678,"low","True","False","low"
"678",1680,"low","True","False","low"
"679",1681,"low","True","False","low"
"680",1682,"low","True","False","low"
"681",1684,"low","True","False","low"
"682",1685,"low","True","False","low"
"683",1686,"medium","False","False","low"
"684",1687,"medium","False","False","low"
"685",1689,"low","True","False","low"
"686",1690,"low","True","False","low"
"687",1692,"low","True","False","low"
"688",1695,"low","True","False","low"
"689",1698,"low","True","False","low"
"690",1699,"low","True","False","low"
"691",1701,"low","True","False","low"
"692",1706,"low","True","False","low"
"693",1707,"low","True","False","low"
"694",1708,"low","True","False","low"
"695",1710,"low","True","False","low"
"696",1711,"low","True","False","low"
"697",1712,"low","True","False","low"
"698",1713,"low","True","False","low"
"699",1714,"low","True","False","low"
"700",1715,"low","True","False","low"
"701",1717,"low","True","False","low"
"702",1720,"high","False","True","low"
"703",1725,"low","True","False","low"
"704",1727,"low","True","False","low"
"705",1728,"low","True","False","low"
"706",1731,"low","True","False","low"
"707",1734,"low","True","False","low"
"708",1740,"medium","False","False","low"
"709",1742,"medium","False","False","low"
"710",1746,"low","True","False","low"
"711",1748,"low","True","False","low"
"712",1749,"low","True","False","low"
"713",1750,"low","True","False","low"
"714",1752,"low","True","False","low"
"715",1753,"low","True","False","low"
"716",1754,"low","True","False","low"
"717",1755,"low","True","False","low"
"718",1758,"high","False","True","medium"
"719",1760,"low","True","False","low"
"720",1761,"low","True","False","low"
"721",1764,"medium","False","False","low"
"722",1768,"low","True","False","low"
"723",1771,"low","False","False","low"
"724",1772,"low","True","False","low"
"725",1774,"low","True","False","low"
"726",1777,"low","True","False","low"
"727",1778,"low","True","False","low"
"728",1782,"low","True","False","low"
"729",1786,"low","True","False","low"
"730",1789,"low","True","False","low"
"731",1790,"medium","False","False","low"
"732",1792,"low","True","False","low"
"733",1795,"low","True","False","low"
"734",1796,"low","True","False","low"
"735",1799,"low","True","False","low"
"736",1803,"low","True","False","low"
"737",1805,"medium","False","False","low"
"738",1806,"low","True","False","low"
"739",1807,"low","True","False","low"
"740",1809,"low","True","False","low"
"741",1810,"low","True","False","low"
"742",1811,"low","True","False","low"
"743",1815,"low","True","False","low"
"744",1816,"low","False","False","low"
"745",1818,"low","True","False","low"
"746",1822,"low","True","False","low"
"747",1828,"low","True","False","low"
"748",1829,"low","False","False","low"
"749",1831,"low","True","False","low"
"750",1836,"low","True","False","low"
"751",1837,"low","False","False","low"
"752",1838,"low","True","False","low"
"753",1842,"low","True","False","low"
"754",1845,"low","True","False","low"
"755",1846,"low","True","False","low"
"756",1851,"low","True","False","low"
"757",1853,"low","True","False","low"
"758",1854,"low","False","False","low"
"759",1858,"low","True","False","low"
"760",1861,"medium","False","False","low"
"761",1862,"low","True","False","low"
"762",1864,"low","True","False","low"
"763",1866,"low","True","False","low"
"764",1868,"low","True","False","low"
"765",1869,"medium","False","False","low"
"766",1870,"low","True","False","low"
"767",1871,"low","True","False","low"
"768",1874,"low","True","False","low"
"769",1875,"low","True","False","low"
"770",1878,"low","False","False","high"
"771",1879,"low","True","False","low"
"772",1880,"low","True","False","low"
"773",1882,"low","True","False","low"
"774",1883,"low","True","False","low"
"775",1886,"low","True","False","low"
"776",1889,"low","True","False","low"
"777",1890,"low","True","False","low"
"778",1892,"low","True","False","low"
"779",1893,"medium","False","False","low"
"780",1896,"low","True","False","low"
"781",1897,"low","True","False","low"
"782",1901,"low","True","False","low"
"783",1904,"low","True","False","low"
"784",1907,"low","True","False","low"
"785",1908,"low","True","False","low"
"786",1910,"low","True","False","low"
"787",1914,"medium","False","False","low"
"788",1915,"low","True","False","low"
"789",1916,"low","True","False","low"
"790",1918,"low","False","False","low"
"791",1920,"low","True","False","low"
"792",1921,"low","True","False","low"
"793",1924,"low","True","False","low"
"794",1925,"low","True","False","low"
"795",1926,"medium","False","False","low"
"796",1928,"low","True","False","low"
"797",1932,"low","True","False","low"
"798",1934,"low","True","False","low"
"799",1938,"low","True","False","low"
"800",1940,"low","True","False","low"
"801",1942,"low","True","False","low"
"802",1943,"low","True","False","low"
"803",1945,"low","True","False","low"
"804",1946,"low","True","False","low"
"805",1949,"low","True","False","low"
"806",1951,"low","True","False","low"
"807",1952,"low","True","False","low"
"808",1954,"low","True","False","low"
"809",1957,"low","True","False","low"
"810",1958,"low","False","False","low"
"811",1963,"low","True","False","low"
"812",1967,"low","True","False","low"
"813",1968,"low","True","False","low"
"814",1972,"low","True","False","low"
"815",1973,"low","True","False","low"
"816",1978,"medium","False","False","low"
"817",1979,"low","True","False","low"
"818",1985,"low","True","False","low"
"819",1989,"medium","False","False","medium"
"820",1992,"low","True","False","low"
"821",1993,"low","True","False","low"
"822",2000,"low","True","False","low"
"823",2004,"medium","False","False","low"
"824",2005,"low","True","False","low"
"825",2009,"low","True","False","low"
"826",2012,"low","True","False","low"
"827",2014,"low","True","False","low"
"828",2017,"low","True","False","low"
"829",2019,"low","True","False","low"
"830",2028,"high","False","True","medium"
"831",2034,"low","False","False","medium"
"832",2043,"low","True","False","low"
"833",2044,"low","True","False","low"
"834",2047,"high","False","True","low"
"835",2048,"low","True","False","low"
"836",2056,"low","True","False","low"
"837",2057,"low","True","False","low"
"838",2058,"low","True","False","low"
"839",2059,"medium","False","False","low"
"840",2060,"low","True","False","low"
"841",2065,"low","True","False","low"
"842",2071,"low","True","False","low"
"843",2073,"low","True","False","low"
"844",2074,"medium","False","False","low"
"845",2075,"low","True","False","low"
"846",2077,"low","True","False","low"
"847",2078,"low","False","False","low"
"848",2079,"low","True","False","low"
"849",2080,"low","True","False","low"
"850",2081,"low","True","False","low"
"851",2083,"low","True","False","low"
"852",2084,"low","True","False","low"
"853",2095,"low","True","False","low"
"854",2101,"low","True","False","low"
"855",2102,"medium","True","False","low"
"856",2112,"low","True","False","low"
"857",2113,"medium","False","False","low"
"858",2118,"low","True","False","low"
"859",2119,"low","True","False","low"
"860",2120,"medium","False","False","medium"
"861",2123,"low","True","False","low"
"862",2124,"low","True","False","low"
"863",2132,"low","True","False","low"
"864",2135,"low","True","False","low"
"865",2139,"low","True","False","low"
"866",2144,"low","True","False","low"
"867",2148,"low","True","False","low"
"868",2151,"low","True","False","low"
"869",2156,"low","True","False","low"
"870",2157,"low","True","False","low"
"871",2158,"low","True","False","low"
"872",2160,"low","True","False","low"
"873",2161,"low","True","False","low"
"874",2165,"low","True","False","low"
"875",2167,"low","True","False","low"
"876",2175,"low","True","False","low"
"877",2177,"low","True","False","low"
"878",2180,"low","True","False","low"
"879",2181,"low","True","False","low"
"880",2182,"low","True","False","low"
"881",2184,"low","True","False","low"
"882",2185,"low","True","False","low"
"883",2188,"low","True","False","low"
"884",2190,"low","True","False","low"
"885",2191,"low","True","False","low"
"886",2193,"low","True","False","low"
"887",2194,"low","True","False","low"
"888",2195,"low","True","False","low"
"889",2197,"low","True","False","low"
"890",2200,"low","True","False","low"
"891",2201,"low","True","False","low"
